 iter iteTime iteTimeAvg
            1   4.2215093000000002E-002   4.2215093000000002E-002
           11   2.3378178999999999E-002   2.6142989457820242E-002
           21   2.3359499000000006E-002   2.4832179632252278E-002
           31   2.3377615000000018E-002   2.4006380653846599E-002
           41   2.3341333999999936E-002   2.3855945465941993E-002
           51   2.3323090999999962E-002   2.3840910697844647E-002
           61   2.3359662000000059E-002   2.3760759167642458E-002
           71   2.3327761000000002E-002   2.3742425751613082E-002
           81   2.3337778000000142E-002   2.3718854140476857E-002
           91   2.3314507000000262E-002   2.3726362820257123E-002
          101   2.5511814000000133E-002   2.3861867533654060E-002
          111   2.3301177000000006E-002   2.3991626165892541E-002
          121   2.3295225000000030E-002   2.3936071741121528E-002
          131   2.5491527999999875E-002   2.3905872898993537E-002
          141   2.3344947000000005E-002   2.3865678088762946E-002
          151   2.3314543000000132E-002   2.3844505168572755E-002
          161   2.3411727000000049E-002   2.3814186821619798E-002
          171   2.3325189000000357E-002   2.3786263041019301E-002
          181   2.3428551999999492E-002   2.3762862274755381E-002
          191   2.3326424999999595E-002   2.3751030230764879E-002
          201   2.3326461999999992E-002   2.3730853558804412E-002
          211   2.3329183000000420E-002   2.3712151461823962E-002
          221   2.3367288999999403E-002   2.3703981652031258E-002
          231   2.3357187999999418E-002   2.3679096569998264E-002
          241   2.3374569999999650E-002   2.3665579489496293E-002
          251   2.3306068999999319E-002   2.3653481788458382E-002
          261   2.3307015000000320E-002   2.3640917697555736E-002
          271   2.3341819999999736E-002   2.3629409120592831E-002
          281   2.3318968999999967E-002   2.3618588888475348E-002
          291   2.3342809999999936E-002   2.3608820515443857E-002
          301   2.3321839999999483E-002   2.3599726978777671E-002
          311   2.3320200000000568E-002   2.3591136783113569E-002
          321   2.3356718000000498E-002   2.3583037331989631E-002
          331   2.3311778000000061E-002   2.3575839659158881E-002
          341   2.3366558000001092E-002   2.3568338602090514E-002
          351   2.3318395000000436E-002   2.3561463772202158E-002
          361   2.3339310000000779E-002   2.3555222195827383E-002
          371   2.3358625999998495E-002   2.3549317253500832E-002
          381   2.3301696999999066E-002   2.3543475731333925E-002
          391   2.3361847000000324E-002   2.3537936189262674E-002
          401   2.3358042999999995E-002   2.3532723629198171E-002
          411   2.3328205000000324E-002   2.3528031943186048E-002
          421   2.3347842999999813E-002   2.3523278781535352E-002
          431   2.3314895999998697E-002   2.3518848289123897E-002
          441   2.3349244999998575E-002   2.3514259280402666E-002
          451   2.3294131000000107E-002   2.3510341442084519E-002
          461   2.3319220999999501E-002   2.3507161242029569E-002
          471   2.3374541999999110E-002   2.3503454960995845E-002
          481   2.3308263000000551E-002   2.3499921552806665E-002
          491   2.3355857000000313E-002   2.3496501766766473E-002
          501   2.3326623000000879E-002   2.3493210116620141E-002
          511   2.3321597999999000E-002   2.3485731135969724E-002
          521   2.1149738000000085E-002   2.3440536889487797E-002
          531   2.3340183999998487E-002   2.3422077921052775E-002
          541   2.3331147000000385E-002   2.3420476889418063E-002
          551   2.3278751999999514E-002   2.3418666325735648E-002
          561   2.3336791000000190E-002   2.3417028764268794E-002
          571   2.1165599999999785E-002   2.3392410108758744E-002
          581   2.3310030999999398E-002   2.3383899051298531E-002
          591   2.5495572000000521E-002   2.3386617427392568E-002
          601   2.3379475000000483E-002   2.3400566036017405E-002
          611   2.3312647000000908E-002   2.3399614385713103E-002
          621   2.3321697000000086E-002   2.3398762974644119E-002
          631   2.3307242000001338E-002   2.3397848963398304E-002
          641   2.3318860999999913E-002   2.3400455904326298E-002
          651   2.3385292000000391E-002   2.3399432315982429E-002
          661   2.3335615999998893E-002   2.3398629877976074E-002
          671   2.3362079999998286E-002   2.3397973337623633E-002
          681   2.3325943999999765E-002   2.3397467458245533E-002
          691   2.3288823000001457E-002   2.3396716334170061E-002
          701   2.3321629999998095E-002   2.3395691552092441E-002
          711   2.3342631999998531E-002   2.3396741476948500E-002
          721   2.3319486000001888E-002   2.3396041190368189E-002
          731   2.3367045000000530E-002   2.3401592124381004E-002
          741   2.3375564999998488E-002   2.3400834693353523E-002
          751   2.3354410000003156E-002   2.3402224037199250E-002
          761   2.3321765999998689E-002   2.3401624172826669E-002
          771   2.5562535999998914E-002   2.3403848321705931E-002
          781   2.5537296000003096E-002   2.3419987765015134E-002
          791   2.3346328999998889E-002   2.3426687243395517E-002
          801   2.3304798999998155E-002   2.3425627101179868E-002
          811   2.3333985000000723E-002   2.3424629084733539E-002
          821   2.3354849999996929E-002   2.3423680006298540E-002
          831   2.5654041999999322E-002   2.3429835348330465E-002
          841   2.3340293000000401E-002   2.3431586969374644E-002
          851   2.3319859000000775E-002   2.3430553799048202E-002
          861   2.3319790999998702E-002   2.3429502972294274E-002
          871   2.3282072000000653E-002   2.3428394093410000E-002
          881   2.3360264000000797E-002   2.3429402217694829E-002
          891   2.3331070000001120E-002   2.3428851911021894E-002
          901   2.3334681000001467E-002   2.3427858941587852E-002
          911   2.3300845000001402E-002   2.3426884535874670E-002
          921   2.3327522999998962E-002   2.3427224830243017E-002
          931   2.3359981999998780E-002   2.3426359185031925E-002
          941   2.3363720000002530E-002   2.3425559287428597E-002
          951   2.3334081000001561E-002   2.3424778820231956E-002
          961   2.3388620000002192E-002   2.3427483263692570E-002
          971   2.3398499999998990E-002   2.3426676985355561E-002
          981   2.3323104000002814E-002   2.3425896090886786E-002
          991   2.3342207999998976E-002   2.3425126963019884E-002
         1001   2.3352666999997496E-002   2.3425982431797963E-002
         1011   2.3307551999998566E-002   2.3425935604509101E-002
         1021   2.3370548999999130E-002   2.3425131072634751E-002
         1031   2.3327951999998930E-002   2.3424221615868039E-002
         1041   2.3337685999997859E-002   2.3426957196401636E-002
         1051   2.3332031999999003E-002   2.3426090665343451E-002
         1061   2.3355750000000342E-002   2.3425405890706314E-002
         1071   2.3378494999999333E-002   2.3424692597200578E-002
         1081   2.3339439000000795E-002   2.3425104904673689E-002
         1091   2.5525616999999556E-002   2.3436390183517057E-002
         1101   2.3367420999999666E-002   2.3435962769410158E-002
         1111   2.3317554999998436E-002   2.3434948500111120E-002
         1121   2.3340169000000799E-002   2.3435236091880439E-002
         1131   2.3353962999998146E-002   2.3434492960627180E-002
         1141   2.5493685000000710E-002   2.3449076383820249E-002
         1151   2.3335468999999165E-002   2.3459517515281043E-002
         1161   2.3372618999999872E-002   2.3459418609902524E-002
         1171   2.3323443999998972E-002   2.3458432932911517E-002
         1181   2.3295453999999438E-002   2.3457410951356207E-002
         1191   2.3318416999998703E-002   2.3456421982498494E-002
         1201   2.3332630999998827E-002   2.3455376959828755E-002
         1211   2.3328961999997233E-002   2.3455538119487314E-002
         1221   2.3324711999997305E-002   2.3454867717905410E-002
         1231   2.3351833000003097E-002   2.3454039403347934E-002
         1241   2.3350077999999996E-002   2.3453254336096643E-002
         1251   2.3340247000000147E-002   2.3453601126305824E-002
         1261   2.3359146000000663E-002   2.3452786620095780E-002
         1271   2.5537586999998751E-002   2.3469312822353799E-002
         1281   2.3344738000002252E-002   2.3473505304451660E-002
         1291   2.3347860000001219E-002   2.3473936518865451E-002
         1301   2.3321914000000277E-002   2.3472994669232080E-002
         1311   2.3332260000000105E-002   2.3472101068479963E-002
         1321   2.3354367999999681E-002   2.3472837250476268E-002
         1331   2.3337009999998770E-002   2.3474886791060096E-002
         1341   2.3371337000000381E-002   2.3473949987241519E-002
         1351   2.1133427000002314E-002   2.3468070469875642E-002
         1361   2.3335101999997221E-002   2.3465537232134615E-002
         1371   2.3326737999994407E-002   2.3466215056561646E-002
         1381   2.5521726000000911E-002   2.3482185082922710E-002
         1391   2.3365839000000221E-002   2.3490843327419898E-002
         1401   2.3326597000000504E-002   2.3489860807549934E-002
         1411   2.3344786000002671E-002   2.3488802974314604E-002
         1421   2.3355853000005311E-002   2.3488635904497238E-002
         1431   2.3327782999999158E-002   2.3487629398232696E-002
         1441   2.3310414000000890E-002   2.3486703895558514E-002
         1451   2.3374524000004726E-002   2.3485812605297324E-002
         1461   2.3328691000003232E-002   2.3485902919896374E-002
         1471   2.3344389000001797E-002   2.3485044600450141E-002
         1481   2.3337267000002271E-002   2.3484125362575430E-002
         1491   2.3365839000000221E-002   2.3483246331339365E-002
         1501   2.3325905000000091E-002   2.3483192254645076E-002
         1511   2.3336598000000208E-002   2.3482130443663388E-002
         1521   2.3343646000000717E-002   2.3481396505463246E-002
         1531   2.3311926000005201E-002   2.3480473019215079E-002
         1541   2.3356692999996653E-002   2.3480338822778075E-002
         1551   2.3358964999999898E-002   2.3479512552227494E-002
         1561   2.3352635999998483E-002   2.3478738158714881E-002
         1571   2.3353456999998912E-002   2.3477966718134027E-002
         1581   2.3350197999995714E-002   2.3477218769511300E-002
         1591   2.3359740000003626E-002   2.3477267692012693E-002
         1601   2.3351484000002642E-002   2.3476397533647310E-002
         1611   2.3350963999995145E-002   2.3475560882133067E-002
         1621   2.3354490000002670E-002   2.3474772987443583E-002
         1631   2.3359900999999184E-002   2.3474850139556039E-002
         1641   2.3368253999997535E-002   2.3474158918046283E-002
         1651   2.3352750999997340E-002   2.3473542219180334E-002
         1661   2.3341989000002172E-002   2.3472865728107351E-002
         1671   2.3310343000005673E-002   2.3473095302856645E-002
         1681   2.3314285999994411E-002   2.3472320129117239E-002
         1691   2.3338758000001292E-002   2.3471522492676495E-002
         1701   2.3345366000000922E-002   2.3470714718015467E-002
         1711   2.3355944999998712E-002   2.3470827506278637E-002
