OAT15
    1.0000000000e+00     0.0000000000e-00
    1.0000000000e+00     -2.4967000000e-03
    9.9830033354e-01     -2.3017397291e-03
    9.9650478529e-01     -2.0979586990e-03
    9.9460832791e-01     -1.8860645472e-03
    9.9260575730e-01     -1.6666272403e-03
    9.9049177571e-01     -1.4393421233e-03
    9.8826088373e-01     -1.2039744577e-03
    9.8590737111e-01     -9.6046414216e-04
    9.8342532300e-01     -7.0891563475e-04
    9.8080863835e-01     -4.4946210665e-04
    9.7805104544e-01     -1.8216829618e-04
    9.7514609173e-01     9.2780735681e-05
    9.7208714212e-01     3.7496186412e-04
    9.6886740583e-01     6.6385647638e-04
    9.6547995311e-01     9.5887036011e-04
    9.6191772733e-01     1.2592845622e-03
    9.5817356258e-01     1.5642328619e-03
    9.5424020217e-01     1.8726432569e-03
    9.5011032142e-01     2.1832007366e-03
    9.4577655783e-01     2.4943497854e-03
    9.4123154136e-01     2.8042657195e-03
    9.3646792680e-01     3.1107816109e-03
    9.3147843097e-01     3.4113553217e-03
    9.2625587487e-01     3.7029873828e-03
    9.2079322927e-01     3.9821927150e-03
    9.1508366727e-01     4.2449218292e-03
    9.0912061921e-01     4.4865040995e-03
    9.0289783319e-01     4.7015658227e-03
    8.9640944593e-01     4.8839519915e-03
    8.8965005187e-01     5.0267309226e-03
    8.8261478997e-01     5.1222577743e-03
    8.7529941961e-01     5.1622376025e-03
    8.6770040093e-01     5.1377261785e-03
    8.5981498264e-01     5.0391558751e-03
    8.5164126125e-01     4.8569552546e-03
    8.4317824257e-01     4.5816778020e-03
    8.3442589013e-01     4.2039226526e-03
    8.2538513280e-01     3.7150851827e-03
    8.1605783946e-01     3.1078871398e-03
    8.0644679346e-01     2.3765602493e-03
    7.9655567329e-01     1.5166260103e-03
    7.8638889668e-01     5.2618784662e-04
    7.7595160221e-01     -5.9456910161e-04
    7.6524959839e-01     -1.8435514973e-03
    7.5428927597e-01     -3.2164384502e-03
    7.4307757167e-01     -4.7069113463e-03
    7.3162194395e-01     -6.3068408542e-03
    7.1993046147e-01     -8.0071733846e-03
    7.0801176470e-01     -9.7978474072e-03
    6.9587508441e-01     -1.1668099027e-02
    6.8353031205e-01     -1.3607114084e-02
    6.7098797079e-01     -1.5604044842e-02
    6.5825918364e-01     -1.7648071672e-02
    6.4535567749e-01     -1.9728749769e-02
    6.3228970143e-01     -2.1835869354e-02
    6.1907392357e-01     -2.3959234370e-02
    6.0572137726e-01     -2.6088780923e-02
    5.9224542152e-01     -2.8214804773e-02
    5.7865954557e-01     -3.0327216928e-02
    5.6497751631e-01     -3.2416458455e-02
    5.5121339607e-01     -3.4473135382e-02
    5.3738144886e-01     -3.6487728043e-02
    5.2349620386e-01     -3.8451487175e-02
    5.0957226645e-01     -4.0355606000e-02
    4.9562436415e-01     -4.2192052909e-02
    4.8166720848e-01     -4.3953073764e-02
    4.6771544883e-01     -4.5631350417e-02
    4.5378357213e-01     -4.7219679739e-02
    4.3988587990e-01     -4.8711276559e-02
    4.2603635421e-01     -5.0098957566e-02
    4.1224871827e-01     -5.1376129059e-02
    3.9853635091e-01     -5.2536338119e-02
    3.8491232493e-01     -5.3574205441e-02
    3.7138936064e-01     -5.4484810761e-02
    3.5798042430e-01     -5.5265222107e-02
    3.4469888886e-01     -5.5913437095e-02
    3.3155845555e-01     -5.6429084008e-02
    3.1857299780e-01     -5.6813186434e-02
    3.0575640669e-01     -5.7067376221e-02
    2.9312248704e-01     -5.7194628846e-02
    2.8068480818e-01     -5.7198556350e-02
    2.6845658991e-01     -5.7083713596e-02
    2.5645058493e-01     -5.6854961727e-02
    2.4467896612e-01     -5.6517975714e-02
    2.3315325129e-01     -5.6078199089e-02
    2.2188421243e-01     -5.5541273357e-02
    2.1088182831e-01     -5.4912446945e-02
    2.0015522601e-01     -5.4196738838e-02
    1.8971262279e-01     -5.3399029199e-02
    1.7956127534e-01     -5.2524170431e-02
    1.6970743288e-01     -5.1577094344e-02
    1.6015627343e-01     -5.0563120374e-02
    1.5091184724e-01     -4.9488166198e-02
    1.4197706310e-01     -4.8358581966e-02
    1.3335372231e-01     -4.7180800981e-02
    1.2504249647e-01     -4.5961546788e-02
    1.1704307827e-01     -4.4706919279e-02
    1.0935420127e-01     -4.3422590363e-02
    1.0197383743e-01     -4.2112993943e-02
    9.4899257110e-02     -4.0781495605e-02
    8.8127035279e-02     -3.9430845713e-02
    8.1653265596e-02     -3.8062551492e-02
    7.5473381172e-02     -3.6678203227e-02
    6.9582311662e-02     -3.5279068247e-02
    6.3974476358e-02     -3.3866453406e-02
    5.8643668808e-02     -3.2442382116e-02
    5.3582996788e-02     -3.1009863875e-02
    4.8785050659e-02     -2.9572322141e-02
    4.4241886909e-02     -2.8133724431e-02
    3.9945050155e-02     -2.6698545250e-02
    3.5885895985e-02     -2.5270867574e-02
    3.2055852165e-02     -2.3853847164e-02
    2.8446704190e-02     -2.2449254381e-02
    2.5050693144e-02     -2.1057567810e-02
    2.1861038924e-02     -1.9677112263e-02
    1.8872111945e-02     -1.8304248926e-02
    1.6079451361e-02     -1.6933951679e-02
    1.3480211795e-02     -1.5559598851e-02
    1.1073594497e-02     -1.4173104665e-02
    8.8616969246e-03     -1.2764727131e-02
    6.8503128331e-03     -1.1323658028e-02
    5.0508157052e-03     -9.8379156919e-03
    3.4828373271e-03     -8.2951606294e-03
    2.1755732854e-03     -6.6870461794e-03
    1.1648131774e-03     -5.0175553212e-03
    4.7790540248e-04     -3.3135013047e-03
    1.0762747466e-04     -1.6241158040e-03
    0.0000000000e-00     0.0000000000e-00
    1.0080635754e-04     1.6819890181e-03
    3.7592316756e-04     3.3401204044e-03
    7.9088356335e-04     4.9646066993e-03
    1.3235981562e-03     6.5501267324e-03
    1.9600005550e-03     8.0927857900e-03
    2.6901771739e-03     9.5892577084e-03
    3.5065871368e-03     1.1036499758e-02
    4.4023358012e-03     1.2432123688e-02
    5.3712713128e-03     1.3774150851e-02
    6.4072152635e-03     1.5061427377e-02
    7.5039501981e-03     1.6293671678e-02
    8.6550092535e-03     1.7471777968e-02
    9.8545247161e-03     1.8597049148e-02
    1.1096653975e-02     1.9671751315e-02
    1.2376383790e-02     2.0698167377e-02
    1.3689065652e-02     2.1679009481e-02
    1.5030687264e-02     2.2616951949e-02
    1.6397654737e-02     2.3514813613e-02
    1.7786916366e-02     2.4375229575e-02
    1.9195900931e-02     2.5200630588e-02
    2.0622322133e-02     2.5993432364e-02
    2.2064244005e-02     2.6755860227e-02
    2.3520033591e-02     2.7489933854e-02
    2.4988270565e-02     2.8197564772e-02
    2.6467714345e-02     2.8880564040e-02
    2.7957341546e-02     2.9540526290e-02
    2.9456259356e-02     3.0178956495e-02
    3.0963687472e-02     3.0797267957e-02
    3.2478993844e-02     3.1396684527e-02
    3.4001612969e-02     3.1978394878e-02
    3.5531037585e-02     3.2543556030e-02
    3.7066897712e-02     3.3093066564e-02
    3.8608878055e-02     3.3627753329e-02
    4.0156657869e-02     3.4148549803e-02
    4.1709967093e-02     3.4656302477e-02
    4.3268614473e-02     3.5151698278e-02
    4.4832440149e-02     3.5635376058e-02
    4.6401309909e-02     3.6107938749e-02
    4.7975114696e-02     3.6569954049e-02
    4.9553765070e-02     3.7021960376e-02
    5.1137199114e-02     3.7464439853e-02
    5.2725373116e-02     3.7897837846e-02
    5.4318254766e-02     3.8322592130e-02
    5.5915820336e-02     3.8739132585e-02
    5.7518068548e-02     3.9147828339e-02
    5.9125017478e-02     3.9548995980e-02
    6.0736688617e-02     3.9942954923e-02
    6.2353107238e-02     4.0330030679e-02
    6.3974303528e-02     4.0710539450e-02
    6.5600319609e-02     4.1084773973e-02
    6.7231202820e-02     4.1453009599e-02
    6.8867022462e-02     4.1815442894e-02
    7.0507854385e-02     4.2172246945e-02
    7.2153767159e-02     4.2523641927e-02
    7.3804822926e-02     4.2869889121e-02
    7.5461090831e-02     4.3211222108e-02
    7.7122659857e-02     4.3547796966e-02
    7.8789622078e-02     4.3879757191e-02
    8.0462072687e-02     4.4207239228e-02
    8.2140108696e-02     4.4530375350e-02
    8.3823826458e-02     4.4849305560e-02
    8.5513321154e-02     4.5164189503e-02
    8.7208687929e-02     4.5475188675e-02
    8.8910031631e-02     4.5782419344e-02
    9.0617465762e-02     4.6085957420e-02
    9.2331103385e-02     4.6385882521e-02
    9.4051054238e-02     4.6682301820e-02
    9.5777426731e-02     4.6975332695e-02
    9.7510331699e-02     4.7265081700e-02
    9.9249886108e-02     4.7551628189e-02
    1.0099620765e-01     4.7835048505e-02
    1.0274941247e-01     4.8115434694e-02
    1.0450961474e-01     4.8392898730e-02
    1.0627692881e-01     4.8667552468e-02
    1.0805147661e-01     4.8939465147e-02
