NACA0015                
1.00000000    0.00157500
0.99993769    0.00158593
0.99975079    0.00161870
0.99943935    0.00167330
0.99900343    0.00174968
0.99844315    0.00184779
0.99775864    0.00196756
0.99695009    0.00210891
0.99601768    0.00227173
0.99496166    0.00245592
0.99378228    0.00266133
0.99247984    0.00288783
0.99105466    0.00313526
0.98950710    0.00340345
0.98783755    0.00369221
0.98604642    0.00400134
0.98413415    0.00433064
0.98210123    0.00467986
0.97994816    0.00504878
0.97767548    0.00543715
0.97528374    0.00584471
0.97277356    0.00627118
0.97014556    0.00671628
0.96740038    0.00717973
0.96453872    0.00766120
0.96156128    0.00816040
0.95846881    0.00867701
0.95526209    0.00921068
0.95194190    0.00976108
0.94850908    0.01032787
0.94496448    0.01091069
0.94130899    0.01150918
0.93754351    0.01212297
0.93366899    0.01275170
0.92968639    0.01339497
0.92559670    0.01405241
0.92140095    0.01472363
0.91710017    0.01540823
0.91269544    0.01610581
0.90818786    0.01681598
0.90357855    0.01753833
0.89886866    0.01827244
0.89405937    0.01901790
0.88915186    0.01977431
0.88414738    0.02054123
0.87904715    0.02131826
0.87385246    0.02210497
0.86856459    0.02290094
0.86318488    0.02370574
0.85771464    0.02451893
0.85215526    0.02534011
0.84650812    0.02616882
0.84077461    0.02700465
0.83495618    0.02784715
0.82905427    0.02869589
0.82307036    0.02955044
0.81700592    0.03041036
0.81086249    0.03127521
0.80464158    0.03214454
0.79834474    0.03301792
0.79197356    0.03389490
0.78552960    0.03477504
0.77901449    0.03565789
0.77242984    0.03654299
0.76577730    0.03742990
0.75905852    0.03831816
0.75227517    0.03920732
0.74542895    0.04009692
0.73852157    0.04098649
0.73155474    0.04187557
0.72453021    0.04276370
0.71744971    0.04365039
0.71031503    0.04453519
0.70312793    0.04541760
0.69589020    0.04629715
0.68860366    0.04717335
0.68127011    0.04804571
0.67389138    0.04891374
0.66646932    0.04977694
0.65900577    0.05063481
0.65150259    0.05148684
0.64396165    0.05233252
0.63638484    0.05317134
0.62877404    0.05400277
0.62113114    0.05482629
0.61345805    0.05564138
0.60575669    0.05644750
0.59802897    0.05724412
0.59027683    0.05803069
0.58250218    0.05880666
0.57470697    0.05957150
0.56689314    0.06032465
0.55906264    0.06106555
0.55121742    0.06179365
0.54335944    0.06250839
0.53549065    0.06320919
0.52761302    0.06389551
0.51972850    0.06456677
0.51183907    0.06522240
0.50394668    0.06586184
0.49605332    0.06648452
0.48816093    0.06708988
0.48027150    0.06767734
0.47238698    0.06824634
0.46450935    0.06879631
0.45664056    0.06932671
0.44878258    0.06983697
0.44093736    0.07032654
0.43310686    0.07079488
0.42529303    0.07124143
0.41749782    0.07166568
0.40972317    0.07206708
0.40197103    0.07244512
0.39424331    0.07279930
0.38654195    0.07312909
0.37886886    0.07343402
0.37122596    0.07371361
0.36361516    0.07396738
0.35603835    0.07419488
0.34849741    0.07439566
0.34099423    0.07456930
0.33353068    0.07471538
0.32610862    0.07483351
0.31872989    0.07492331
0.31139634    0.07498440
0.30410980    0.07501644
0.29687207    0.07501911
0.28968497    0.07499210
0.28255029    0.07493511
0.27546979    0.07484788
0.26844526    0.07473016
0.26147843    0.07458172
0.25457105    0.07440237
0.24772483    0.07419191
0.24094148    0.07395019
0.23422270    0.07367707
0.22757016    0.07337244
0.22098551    0.07303621
0.21447040    0.07266832
0.20802644    0.07226873
0.20165526    0.07183741
0.19535842    0.07137438
0.18913751    0.07087966
0.18299408    0.07035332
0.17692964    0.06979543
0.17094573    0.06920610
0.16504382    0.06858545
0.15922539    0.06793363
0.15349188    0.06725083
0.14784474    0.06653722
0.14228536    0.06579304
